270;Piers;Ball;Physiatrist;San Mateo;3.2
271;Carol;McGrath;Optometrist;San Mateo;3.3
272;Carol;Stewart;Orthopedic Surgeon;San Mateo;3.4
273;Warren;Gray;Otolaryngologist;San Mateo;2.6
274;Owen;Piper;Cardiologist;Santa Clara;2.7
275;Maria;Terry;Physiatrist;Santa Clara;2.8
276;Emma;Hunter;Plastic Surgeon;Santa Clara;2.9
277;Jasmine;Morrison;Cardiologist;Palo Alto;3
278;Nicholas;Hemmings;Cardiologist;Santa Rosa;3.1
279;Austin;Dyer;Physiatrist;Saratoga;2.5
280;Natalie;Ogden;Cardiologist;South San Francisco;2.6
281;Donna;Fraser;Cardiologist;Sunnyvale;2.7
282;Jan;Terry;Physiatrist;Sunnyvale;2.8
283;Fiona;Bond;Psychiatrist;Menlo Park;2.9
284;Jan;Young;Allergist;Berkeley;3
285;Connor;Scott;Anesthesiologist;Burlingame;3.1
286;Theresa;James;Cardiologist;Colma;3.2
287;Angela;Ferguson;Dermatologist;Colma;2.5
288;Sophie;Lambert;Endocrinologist;Colma;2.6
289;Liam;Forsyth;Gastroenterologist;Concord;2.7
290;Joshua;Johnston;Hematologist;Concord;2.8
291;Zoe;Kelin;Nephrologist;Cupertino;2.9
292;Sean;Taylor;Obstetrician;Daly City;3
293;Brian;Hughes;Ophthalmologist;Daly City;3.1
294;Madeleine;Campbell;Optometrist;Daly City;3.2
295;Anna;Nash;Orthopedic Surgeon;Daly City;3.3
296;Donna;Henders;Otolaryngologist;East Palo Alto;3.4
297;Owen;Nolan;Pediatrician;Foster City;3.1
298;Sally;Wright;Physiatrist;Fremont;3.2
299;Virginia;Robertson;Plastic Surgeon;Fremont;3.3
300;Keith;Mathis;Psychiatrist;Gilroy;3.4
301;David;Butler;Psychiatrist;Half Moon Bay;1.5
302;Christian;Jones;Pulmonologist;Hayward;1.6
303;Kevin;Brown;Radiologist;Hayward;1.7
304;Theresa;Lyman;Rheumatologist;Hillsborough;1.8
305;Julia;Burgess;Urologist;Los Altos;1.9
306;Evan;Dyer;Allergist;Los Altos;2
307;Bella;Wallace;Anesthesiologist;Los Gatos;2.1
308;Katherine;Ball;Cardiologist;Los Gatos;2.2
309;Tracey;Blake;Dermatologist;Palo Alto;2.3
310;Grace;Harris;Endocrinologist;Los Gatos;2.4
311;Anthony;Hill;Gastroenterologist;Menlo Park;2.5
312;Thomas;Alsop;Hematologist;Millbrae;2.6
313;Luke;Russell;Nephrologist;Milpitas;2.7
314;Diana;Vaughan;Obstetrician;Palo Alto;2.8
315;Wanda;Dyer;Ophthalmologist;Milpitas;2.9
316;Emma;Walker;Optometrist;Milpitas;3
317;Carl;Harris;Orthopedic Surgeon;San Francisco;3.1
318;Matt;Miller;Otolaryngologist;Palo Alto;3.2
319;Jasmine;Baker;Pediatrician;Mountain View;3.3
320;Liam;Clark;Physiatrist;Mountain View;3.4
321;Frank;Nolan;Plastic Surgeon;Oakland;3.5
322;Lucas;Buckland;Psychiatrist;Oakland;3.6
323;Stewart;Roberts;Psychiatrist;Pacifica;3.7
324;Steven;Gray;Pulmonologist;Palo Alto;3.8
325;Julian;Lewis;Radiologist;Millbray;3.9
326;Benjamin;Oliver;Rheumatologist;Redwood City;4
327;Dominic;Short;Urologist;Richmond;4.1
328;Dorothy;Wilson;Orthopedic Surgeon;Richmond;4.2
329;Edward;Mills;Otolaryngologist;San Bruno;4.3
330;Steven;Butler;Pediatrician;San Bruno;4.4
331;Anna;James;Physiatrist;San Bruno;4.5
332;Stephen;Russell;Gastroenterologist;Millbrae;4.6
333;Thomas;Blake;Psychiatrist;San Carlos;3.3
334;Sue;Parsons;Psychiatrist;San Carlos;3.4
335;Zoe;Bailey;Gastroenterologist;San Francisco;3.5
336;San;Ferguson;Physiatrist;San Francisco;3.6
337;Nicola;McLean;Gastroenterologist;San Francisco;3.7
338;Harry;Willian;Gastroenterologist;San Francisco;3.8
339;Richard;Ellison;Allergist;San Francisco;3.9
340;Yvonne;Lawrence;Anesthesiologist;San Francisco;4
341;Stephen;Mitchell;Cardiologist;San Jose;4.1
342;Diane;Jones;Physiatrist;San Jose;4.2
343;Joe;Peake;Endocrinologist;San Jose;4.3
344;Stewart;Wright;Physiatrist;San Jose;4.4
345;Katherine;Bell;Hematologist;San Jose;4.5
346;Stewart;Reid;Gastroenterologist;San Jose;4.6
347;Warren;Nash;Obstetrician;San Jose;4.7
348;Sue;Newman;Physiatrist;San Mateo;3.3
349;Chloe;Chapman;Optometrist;San Mateo;3.4
350;Nathan;Black;Orthopedic Surgeon;San Mateo;3.5
351;Frank;McDonald;Otolaryngologist;San Mateo;3.6
352;Amanda;Clark;Cardiologist;Santa Clara;3.7
353;Lily;Howard;Physiatrist;Santa Clara;3.8
354;Melanie;White;Plastic Surgeon;Santa Clara;3.9
355;Paul;Hart;Cardiologist;Palo Alto;4
356;Rebecca;Mills;Cardiologist;Santa Rosa;4.1
357;Luke;Scott;Physiatrist;Saratoga;4.2
358;Ryan;Bond;Cardiologist;South San Francisco;4.3
359;Dorothy;Mackay;Cardiologist;Sunnyvale;4.4
360;Piers;Slater;Physiatrist;Sunnyvale;4.5
361;Sarah;Payne;Psychiatrist;Menlo Park;4.6
362;Elizabeth;Hughes;Allergist;Berkeley;4.7
363;Robert;Wilson;Anesthesiologist;Burlingame;1.9
364;Joshua;McLean;Cardiologist;Colma;2
365;Theresa;Cornish;Dermatologist;Colma;2.1
366;Sarah;McLean;Endocrinologist;Colma;2.2
367;Isaac;Young;Gastroenterologist;Concord;2.3
368;Trevor;Gibson;Hematologist;Concord;2.4
369;Lauren;Jones;Nephrologist;Cupertino;2.5
370;Robert;Skinner;Obstetrician;Daly City;2.6
371;Maria;Ellison;Ophthalmologist;Daly City;2.7
372;Emma;Oliver;Optometrist;Daly City;2.8
373;Rebecca;Simpson;Orthopedic Surgeon;Daly City;2.9
374;Anthony;Thomson;Otolaryngologist;East Palo Alto;3
375;Ian;Gray;Pediatrician;Foster City;3.1
376;Jake;Graham;Physiatrist;Fremont;3.2
377;Yvonne;Ogden;Plastic Surgeon;Fremont;3.3
378;Edward;Carr;Psychiatrist;Gilroy;3.4
379;Steven;Hill;Psychiatrist;Half Moon Bay;3.5
380;Boris;Hudson;Pulmonologist;Hayward;3.6
381;Pippa;Reid;Radiologist;Hayward;3.7
382;Lily;Dowd;Rheumatologist;Hillsborough;3.8
383;Tracey;Baker;Urologist;Los Altos;3.9
384;Pippa;Vaughan;Allergist;Los Altos;4
385;Michelle;Payne;Anesthesiologist;Los Gatos;4.1
386;Colin;Nolan;Cardiologist;Los Gatos;4.2
387;Bella;Payne;Dermatologist;Palo Alto;4.3
388;Dylan;Brown;Endocrinologist;Los Gatos;4.4
389;Jan;Watson;Gastroenterologist;Menlo Park;4.5
390;Nathan;Vance;Hematologist;Millbrae;4.6
391;Boris;Parr;Nephrologist;Milpitas;4.7
392;Jan;Sharp;Obstetrician;Palo Alto;4.8
393;Brandon;May;Ophthalmologist;Milpitas;4.9
394;Adrian;Paterson;Optometrist;Milpitas;3.3
395;Austin;Carr;Orthopedic Surgeon;San Francisco;3.4
396;Warren;Murray;Otolaryngologist;Palo Alto;3.5
397;Alan;Scott;Pediatrician;Mountain View;3.6
398;Evan;Dowd;Physiatrist;Mountain View;3.7
399;Dan;Walker;Plastic Surgeon;Oakland;3.8
400;Lillian;Rees;Psychiatrist;Oakland;3.9
401;Connor;Jones;Psychiatrist;Pacifica;4
402;Keith;Chapman;Pulmonologist;Palo Alto;4.1
403;David;Piper;Radiologist;Millbray;4.2
404;Megan;Mitchell;Rheumatologist;Redwood City;4.3
405;Trevor;Piper;Urologist;Richmond;4.4
406;Michael;MacLeod;Orthopedic Surgeon;Richmond;4.5
407;William;Kelly;Otolaryngologist;San Bruno;4.6
408;Jason;Coleman;Pediatrician;San Bruno;4.7
409;Pippa;Edmunds;Physiatrist;San Bruno;3.3
410;Olivia;Vance;Gastroenterologist;Millbrae;3.4
411;Jasmine;Wilkins;Allergist;Berkeley;3.5
412;Megan;Brown;Anesthesiologist;Burlingame;3.6
413;Claire;Lyman;Cardiologist;Colma;3.7
414;Lucas;Baker;Dermatologist;Colma;3.8
415;Austin;Bond;Endocrinologist;Colma;3.9
416;Sophie;Nolan;Gastroenterologist;Concord;4
417;Samantha;Blake;Hematologist;Concord;4.1
418;Phil;Ince;Nephrologist;Cupertino;4.2
419;Chloe;McGrath;Obstetrician;Daly City;4.3
420;Lucas;Blake;Ophthalmologist;Daly City;4.4
421;Zoe;Palmer;Optometrist;Daly City;4.5
422;Dan;Gibson;Orthopedic Surgeon;Daly City;4.6
423;Rachel;Oliver;Otolaryngologist;East Palo Alto;4.7
424;Lisa;Hodges;Pediatrician;Foster City;2.4
425;John;Henders;Physiatrist;Fremont;2.5
426;Wendy;Young;Plastic Surgeon;Fremont;2.6
427;Faith;Pullman;Psychiatrist;Gilroy;2.7
428;Adam;Terry;Psychiatrist;Half Moon Bay;2.8
429;Amy;Dyer;Pulmonologist;Hayward;2.9
430;Felicity;Jones;Radiologist;Hayward;3
431;Edward;Duncan;Rheumatologist;Hillsborough;3.1
432;Carl;Paterson;Urologist;Los Altos;3.2
433;Colin;Jackson;Allergist;Los Altos;3.3
434;Alex;Oliver;Anesthesiologist;Los Gatos;3.4
435;Jack;Reid;Cardiologist;Los Gatos;3.5
436;Lucas;Rampling;Dermatologist;Palo Alto;3.6
437;Heather;Mitchell;Endocrinologist;Los Gatos;3.7
438;Tracey;Anderson;Gastroenterologist;Menlo Park;3.8
439;Joe;Parsons;Hematologist;Millbrae;3.9
440;Austin;Murray;Nephrologist;Milpitas;4
441;Eric;Murray;Obstetrician;Palo Alto;4.1
442;Kylie;Hamilton;Ophthalmologist;Milpitas;4.2
443;Eric;McDonald;Optometrist;Milpitas;4.3
444;Austin;Glover;Orthopedic Surgeon;San Francisco;4.4
445;Lauren;Parr;Otolaryngologist;Palo Alto;4.5
446;Liam;Hamilton;Pediatrician;Mountain View;4.6
447;Andrea;Gibson;Physiatrist;Mountain View;4.7
448;Jasmine;Gill;Plastic Surgeon;Oakland;4.8
449;John;Howard;Psychiatrist;Oakland;4.9
450;Nathan;Lambert;Psychiatrist;Pacifica;5
451;Maria;Berry;Pulmonologist;Palo Alto;2.8
452;Gavin;Alsop;Radiologist;Millbray;2.9
453;Edward;Baker;Rheumatologist;Redwood City;3
454;Gavin;Smith;Urologist;Richmond;3.1
455;Heather;Bell;Orthopedic Surgeon;Richmond;3.2
456;Jacob;Kerr;Otolaryngologist;San Bruno;3.3
457;Grace;Grant;Pediatrician;San Bruno;3.4
458;John;Martin;Physiatrist;San Bruno;3.5
459;Donna;Skinner;Gastroenterologist;Millbrae;3.6
460;Claire;Slater;Psychiatrist;San Carlos;3.7
461;Wendy;Rees;Psychiatrist;San Carlos;3.8
462;Paul;Walker;Gastroenterologist;San Francisco;3.9
463;Piers;King;Physiatrist;San Francisco;4
464;Richard;Anderson;Gastroenterologist;San Francisco;4.1
465;Wendy;Duncan;Gastroenterologist;San Francisco;1.5
466;Jessica;McGrath;Allergist;San Francisco;1.6
467;Robert;Lyman;Anesthesiologist;San Francisco;1.7
468;Phil;Mitchy;Cardiologist;San Jose;1.8
469;Andrea;Scott;Physiatrist;San Jose;1.9
470;Lily;Burgess;Endocrinologist;San Jose;2
471;Austin;Newman;Physiatrist;San Jose;2.1
472;Ian;Mitchy;Hematologist;San Jose;2.2
473;Ava;Parr;Gastroenterologist;San Jose;2.3
474;Benjamin;McDonald;Obstetrician;San Jose;2.4
475;Diana;Duncan;Physiatrist;San Mateo;2.5
476;Yvonne;Hunter;Optometrist;San Mateo;2.6
477;Peter;Oliver;Orthopedic Surgeon;San Mateo;2.7
478;Isaac;Pullman;Otolaryngologist;San Mateo;2.8
479;Blake;Cornish;Cardiologist;Santa Clara;2.9
480;Lucas;Henders;Physiatrist;Santa Clara;3
481;Caroline;James;Plastic Surgeon;Santa Clara;3.1
482;Elizabeth;Avery;Cardiologist;Palo Alto;3.2
483;Charles;Graham;Cardiologist;Santa Rosa;3.3
484;Angela;Hodges;Physiatrist;Saratoga;3.4
485;Faith;Payne;Cardiologist;South San Francisco;3.5
486;Sean;Hunter;Cardiologist;Sunnyvale;3.6
487;Dominic;Lawrence;Physiatrist;Sunnyvale;3.7
488;Warren;Arnold;Psychiatrist;Menlo Park;3.8
489;Donna;Suthy;Allergist;Berkeley;3.9
490;Tracey;Marshall;Anesthesiologist;Burlingame;4
491;Leonard;McLean;Cardiologist;Colma;4.1
492;Christian;White;Dermatologist;Colma;4.2
493;Natalie;Roberts;Endocrinologist;Colma;4.3
